ID;Institution;academic_year;location;programme;study_mode;cohort;Would you like to give your institution any other feedback on the content and organisation of your course programme?;Would you like to give your institution any other feedback on the teachers on your course programme?;Would you like to give your institution any other feedback on support/mentoring
567;1;2026/27;Den Bosh;Cyber Security;Part-time;Third-year;More accessible consultation times are needed so students don't feel lost.;The delay in mentor replies is genuinely disruptive, we need quicker turnaround on crucial topics.;[] [].
568;2;2026/27;Venlo;Artificial Intelligence;Full-time;Fourth-year;Ik hoop dat er [], want [] hoeveelheid is onvoldoende.;Ik merk dat de feedbacksessies meer [] zijn dan persoonlijk advies.;[] over welke criteria we moeten [].
569;1;2026/27;Eindhoven;ICT & Business;Full-time;First-year;Het is onacceptabel dat belangrijke slides vaak te laat worden gedeeld na de colleges.;Ik hoop dat er een centraal online [] is.;De communicatie over veranderingen in [] was te traag en vaag.
570;2;2026/27;Tilburg;HBO-ICT;Full-time;Second-year;I feel like the assignment load is unreasonable and makes effective time management nearly impossible.;Zij nemen het initiatief om ons te helpen bij mogelijke struikelblokken, [] professioneel is.;We really need clearer guidelines on how much effort is expected outside of class time.
571;2;2026/27;Den Bosh;Software Engineering;Full-time;Third-year;[] is interessant, [] [] structuur.;Please consider assigning fewer mentors, this turnover rate is simply unmanageable for students.;Could you please expand [] for the counseling services? It's often too limited.
572;2;2026/27;Venlo;Cyber Security;Full-time;Fourth-year;Het feedbackmechanisme mist structuur, we [] score.;The constant delays in replies make it difficult to plan my academic work effectively.;[] [], []?
573;1;2026/27;Eindhoven;Artificial Intelligence;Full-time;First-year;Het is ontzettend frustrerend om te wachten op Smith's feedback, we hebben die resultaten sneller nodig.;Kunnen we een meer consistente [] vinden, want de docenten [] tegenstrijdig?;De docenten waren erg bereikbaar en hielden me goed op de hoogte van de veranderingen.
574;1;2026/27;Tilburg;ICT & Business;Full-time;Second-year;Ik heb moeite met de onduidelijke uitleg, [] duidelijker [].;Honestly, managing the slots is a nightmare because the system seems to crash during [].;The current process makes it feel like mentorship is a luxury, not a resource.
575;1;2026/27;Den Bosh;HBO-ICT;Full-time;Third-year;[] de docenten meer open discussies mochten voeren over actuele sociale ongelijkheid.;Ik wou dat we meer sessies hadden waar we onze specifieke worstelingen echt kunnen bespreken.;Het netwerk evenement hielp me om inzichten [] in de professionele wereld.
576;1;2026/27;Venlo;Software Engineering;Part-time;Fourth-year;De diepgang van de stof en de link met de praktijk was echt indrukwekkend, dankzij de docenten.;Ik had meer behoefte [] [], echt intensiever.;[] realistisch plan op te stellen.
577;2;2026/27;Eindhoven;Cyber Security;Full-time;First-year;Het is lastig om [], waardoor ik vaak in de war ben.;[] individuele begeleiding waarderen die gericht is op mijn specifieke zwakke punten.;Could the mentoring staff respond to urgent academic queries more quickly, please?
578;1;2026/27;Tilburg;Artificial Intelligence;Full-time;Second-year;Could we please get some supplementary sessions to cover the remaining topics?;Ik waardeer de proactieve communicatie enorm, het maakt het leren echt makkelijker.;Could the professors dedicate time to clarifying the overall assessment expectations?
579;1;2026/27;Den Bosh;ICT & Business;Full-time;Third-year;De lessen zijn prima, [] beschikbaar voor vragen buiten college.;De docenten moeten [] interactie in plaats van alleen brede uitleg.;Ik voel me [], maar meer focus op diverse feestdagen zou fijn zijn.
580;1;2026/27;Venlo;HBO-ICT;Full-time;Fourth-year;Ik voelde dat de contacturen echt te weinig waren om [] onderwerpen goed te kunnen behandelen.;Ik waardeer de mentoren die hun real-world ervaring en carrièrepaden delen met ons.;It would be really helpful to know the specific criteria used when grading performance.
581;2;2026/27;Eindhoven;Software Engineering;Full-time;First-year;Het rooster lijkt niet voldoende om alle onderwerpen echt goed te kunnen behandelen.;Ik vond het verwarrend dat de lesstof soms tegen de campusregels inging.;I think a dedicated support coordinator could help streamline mentor access and scheduling.
582;2;2026/27;Tilburg;Cyber Security;Full-time;Second-year;[] in de les zou enorm helpen, we hebben meer interactie nodig dan nu.;Students need quicker access to advice, the delays are causing unnecessary stress.;[] bijeenkomsten met alumni en studenten zou fantastisch zijn voor begeleiding.
583;1;2026/27;Den Bosh;Artificial Intelligence;Full-time;Third-year;Kunnen de docenten [] communiceren over de veranderingen in het curriculum?;I wish the institution would stabilize the teaching staff for better continuity and support.;The mentors consistently offered actionable advice that improved my understanding of academic pathways.
584;2;2026/27;Venlo;ICT & Business;Full-time;Fourth-year;We need clearer guidelines, because the way the material is communicated is quite confusing.;De website is traag en de boekingsfuncties laten mij keer op [].;The emotional support seems available, but access points need to be easier for busy students.
585;1;2026/27;Eindhoven;HBO-ICT;Part-time;First-year;Ik was teleurgesteld dat de lessen zo kort waren, ik had meer interactie verwacht.;Their willingness to check in before we ask anything makes a huge difference.;Het was fijn om te horen van oudere studenten over [].
586;1;2026/27;Tilburg;Software Engineering;Full-time;Second-year;De begeleiding bij projecten is fantastisch en heeft [] geholpen bij mijn vaardigheden.;Ik vond de begeleiding nuttig, maar de mentoren waren [] met [].;[] ik me [] ik probeer feedback over studiematerialen te geven.
587;1;2026/27;Den Bosh;Cyber Security;Full-time;Third-year;[] [NAME], [].;Booking slots feel impossible, especially when everyone is trying to schedule at once.;[] over academische vaardigheden ontvangen, naast de goede begeleiding.
588;1;2026/27;Venlo;Artificial Intelligence;Full-time;Fourth-year;Could the department ensure all required materials are uploaded by the scheduled date?;Deze docenten geven echt een blik op de industrie, ik voel me beter voorbereid.;[] focus op het erkennen van soft skills, naast alleen de academische resultaten.
589;1;2026/27;Eindhoven;ICT & Business;Full-time;First-year;What exactly makes a difference between a B and an A? The grading scale needs clarity.;Ik vind het geweldig dat ze proactief feedback geven over ons leerproces.;Meer specifieke feedback over mijn zwakke punten, in [].
590;2;2026/27;Tilburg;HBO-ICT;Full-time;Second-year;Their dedication to providing up-to-date industry insights makes the learning incredibly valuable.;The booking system is always overloaded, making it almost impossible to schedule required sessions.;I wish I knew what 'improvement' actually means in the grading rubric.
591;1;2026/27;Den Bosh;Software Engineering;Full-time;Third-year;We need to see how intersectionality is addressed in the readings, rather than just single dimensions.;We really need better support for assigned faculty members, they jump around too much.;Could the institution improve the scheduling process so we can meet more easily?
592;1;2026/27;Venlo;Cyber Security;Full-time;Fourth-year;Het is moeilijk om een hoog cijfer te [].;[] begeleiding krijgen bij het vinden van een passende baan na afstuderen.;I really need a dedicated point of contact who can respond quickly to immediate academic worries.
593;1;2026/27;Eindhoven;Artificial Intelligence;Full-time;First-year;Het is moeilijk om mee te doen met [] software.;[] mentor [] die echt individueel met []?;Ik heb meer flexibiliteit nodig om mentoren te [].
594;1;2026/27;Tilburg;ICT & Business;Part-time;Second-year;We really need an update on [NAME]’s marking schedule because waiting is becoming unbearable.;Teaching staff often check in, which makes the whole learning experience feel very supported and safe.;I appreciate the comprehensive advice regarding advanced coursework and academic tracks.
595;2;2026/27;Den Bosh;HBO-ICT;Full-time;Third-year;[] achter de feiten aanlopen door de trage updates.;Het is fijn dat er [] is die bereid is om extra begeleiding te geven als je het nodig hebt.;It would be great to get feedback that points to specific areas where I need to focus my efforts.
596;1;2026/27;Venlo;Software Engineering;Full-time;Fourth-year;Kunnen we het beleid rondom grading van [NAME] herzien? Het is echt te [].;[] feedback [] over de gebrek [] online studenten faciliteiten.;The mentoring sessions are great, but sometimes the cultural differences feel overlooked.
597;2;2026/27;Eindhoven;Cyber Security;Full-time;First-year;Het was frustrerend dat de technische tools niet goed werkten tijdens de virtuele sessies.;It would greatly help if specialized technical help was more accessible outside of [].;More actionable feedback would be greatly appreciated, instead of just general statements about improvement.
598;1;2026/27;Tilburg;Artificial Intelligence;Full-time;Second-year;It really feels like we aren't getting enough hands-on time with the material.;[] ondersteuning evenwichtiger werd verdeeld tussen de fysieke en digitale leeromgeving.;I wish there were more group sessions focusing on managing exam stress.
599;1;2026/27;Den Bosh;ICT & Business;Full-time;Third-year;Office hours feel sporadic, we need a more predictable system for consultation.;The high turnover rate among teachers really impacts the quality of the learning experience.;[] [] had [] studenten.
600;1;2026/27;Venlo;HBO-ICT;Full-time;Fourth-year;The constant push to deliver high-quality work across so many modules is exhausting.;We need more structured opportunities for one-on-one academic consultation with the instructors.;Could we have more structured workshops focused on peer mentorship skills and sharing?
601;2;2026/27;Eindhoven;Software Engineering;Full-time;First-year;Why is [NAME] grading so slow? It really impacts our study schedule and motivation.;[] up-to-date met de recente ontwikkelingen in [].;[] heeft mij een duidelijk overzicht gegeven [].
602;1;2026/27;Tilburg;Cyber Security;Full-time;Second-year;I really wish the teachers would be more available during office [].;Het is onmogelijk om een slot te [] al vol staat op het moment dat [].;[] spontane en regelmatige check-ins waren.
603;2;2026/27;Den Bosh;Artificial Intelligence;Part-time;Third-year;[] waardevol [] die verschillende sociaal-economische achtergronden vertegenwoordigen.;Het is echt frustrerend dat [] moet wachten op cruciale feedback.;The advice on postgraduate options was incredibly helpful for mapping out my next academic steps.
604;1;2026/27;Venlo;ICT & Business;Full-time;Fourth-year;More practical time would really make a difference, the lectures were far too brief.;I wasted so much time dealing with the buggy booking portal instead of studying my course material.;[], [].
605;2;2026/27;Eindhoven;HBO-ICT;Full-time;First-year;Ik vind het erg frustrerend dat [NAME] zo [], we hebben het resultaat nodig.;I spent [] trying to book, but the platform kept glitching every time I checked.;I needed a faster response time, especially when dealing with complex financial aid questions.
606;1;2026/27;Tilburg;Software Engineering;Full-time;Second-year;[] [], [] bij de verdieping.;Ik hoop dat er [] met alumni die al werken in de sector.;Perhaps a system with optional, more frequent check-ins would be more supportive for everyone.
